set3_id,DataVizRoles_collapsed,RoleAsFreelance,RoleAsEmployee,YearsDataVizExperience_buckets,PayCurrency_cleaned,PayAnnual,PayHourly,PayComparison,Loc1Country,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,EmployChanged,EmployNewWanted,EducLevel,Gender_summarized
UKEM,EmployeeAND,[\unasked],"Leadership (Manager, Director, VP, etc.)",11-15,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,Fewer than 20 employees,No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
soVa,Employee,[\unasked],Analyst,16-20,USD - United States Dollar,"$60,000 - $79,999",[^not answered],Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Library,500–999 employees,No,Yes,Master’s (or similar graduate degree),Woman
MUwq,Employee,[\unasked],Analyst,11-15,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Performing Arts,20–99 employees,No,No,Master’s (or similar graduate degree),Woman
sgvd,Employee,[\unasked],Designer,6-10,GBP - United Kingdom Pound,"$40,000 - $59,999",[^not answered],Somewhat lower,United Kingdom,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,Yes,Yes,Master’s (or similar graduate degree),Woman
IbVA,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,[^not answered],[^not answered],Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Higher Education,"5,000+ employees",Yes,No,Master’s (or similar graduate degree),Man
PFKt,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",6-10,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,No,Master’s (or similar graduate degree),Man
HlDu,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,"$240,000 or more",$300 or more,Much higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",No,No,Bachelor’s degree,Man
XKXu,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",16-20,EUR - Euro Member Countries,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Somewhat higher,Greece,2,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,No,No,Master’s (or similar graduate degree),Woman
TIiB,Employee,[\unasked],None of these describes my role,6-10,USD - United States Dollar,"$160,000 - $179,999",I am not compensated on an hourly or project basis,Similar,United States,5,x,x,x,[^not chosen],x,x,[^not chosen],"5,000+ employees",No,No,Master’s (or similar graduate degree),Man
kKGC,Employee,[\unasked],Analyst,1-5,GBP - United Kingdom Pound,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Somewhat lower,United Kingdom,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education and Culture,"1,000–4,999 employees",No,Yes,Master’s (or similar graduate degree),Woman
PoyV,Academic,[\unasked],Analyst,21-25,EUR - Euro Member Countries,"$40,000 - $59,999",I am not compensated on an hourly or project basis,Somewhat higher,Portugal,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,Yes,No,Master’s (or similar graduate degree),Woman
JGBy,EmployeeANDFreelanceAND,[\unasked],Analyst,11-15,SEK - Sweden Krona,I am not compensated on a yearly basis,Less than $15,Much lower,Sweden,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],"5,000+ employees",No,Yes,High school diploma,Woman
UZRP,EmployeeAND,[\unasked],None of these describes my role,1-5,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Libraries,"1,000–4,999 employees",Yes,No,Master’s (or similar graduate degree),Woman
ZtyT,Employee,[\unasked],Teacher,6-10,GBP - United Kingdom Pound,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Somewhat higher,United Kingdom,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"1,000–4,999 employees",No,No,Master’s (or similar graduate degree),Woman
Xiut,EmployeeAND,Engineer,Engineer,6-10,USD - United States Dollar,"$240,000 or more",[^not answered],Much higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Entertainment,"5,000+ employees",No,No,Bachelor’s degree,Man
mmIJ,Employee,[\unasked],Engineer,1-5,MXN - Mexico Peso,"$40,000 - $59,999",I am not compensated on an hourly or project basis,Much higher,Mexico,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Aerospace,"1,000–4,999 employees",No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
yqPt,Employee,[\unasked],Analyst,6-10,USD - United States Dollar,"$60,000 - $79,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education and Systems Change,Fewer than 20 employees,No,No,Bachelor’s degree,Woman
Fyxo,Hobbyist,[\unasked],Analyst,1-5,USD - United States Dollar,"$60,000 - $79,999",[^not answered],Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,Yes,No,Master’s (or similar graduate degree),Man
AMEV,EmployeeAND,[\unasked],Analyst,1-5,JPY - Japan Yen,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Somewhat higher,Japan,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],100–499 employees,No,Yes,Master’s (or similar graduate degree),Man
TEpq,Employee,Designer,Designer,1-5,USD - United States Dollar,"$120,000 - $139,999",[^not answered],Somewhat higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Consumer goods,"5,000+ employees",Yes,No,Master’s (or similar graduate degree),Woman
fjGN,Employee,[\unasked],Scientist,6-10,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Criminal Justice,100–499 employees,No,Yes,Master’s (or similar graduate degree),Woman
AdBL,Employee,[\unasked],Analyst,11-15,USD - United States Dollar,"$240,000 or more",I am not compensated on an hourly or project basis,Somewhat higher,United States,3,[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],Consumer Services,"5,000+ employees",Yes,No,Master’s (or similar graduate degree),Man
GXYl,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,[^not answered],[^not answered],[^not answered],United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,100–499 employees,No,Yes,Master’s (or similar graduate degree),Woman
PXdZ,Freelance,[\unasked],Analyst,1-5,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,No,No,Bachelor’s degree,Woman
OmuU,Employee,[\unasked],Developer,16-20,USD - United States Dollar,"$220,000 - $239,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,No,Bachelor’s degree,Man
GHDM,EmployeeAND,[\unasked],Designer,6-10,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Architecture and Engineering,"1,000–4,999 employees",No,Yes,Bachelor’s degree,Woman
GSOY,EmployeeANDFreelance,[\unasked],"Leadership (Manager, Director, VP, etc.)",6-10,USD - United States Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,Yes,Bachelor’s degree,Woman
jFdF,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Somewhat higher,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",Yes,No,Some college,Woman
Ulli,EmployeeAND,[\unasked],None of these describes my role,6-10,USD - United States Dollar,"$160,000 - $179,999",I am not compensated on an hourly or project basis,Similar,United States,2,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"1,000–4,999 employees",No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
KyVK,Employee,[\unasked],Analyst,11-15,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Higher Education,"5,000+ employees",No,No,Bachelor’s degree,Man
NmgA,EmployeeAND,[\unasked],Analyst,1-5,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Similar,United States,2,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"1,000–4,999 employees",No,Yes,Master’s (or similar graduate degree),Woman
ZPUn,Freelance,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,"$120,000 - $139,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,No,Some college,Woman
wjMq,Hobbyist,[\unasked],Analyst,Less than 1 year,USD - United States Dollar,"$60,000 - $79,999",[^not answered],Somewhat lower,[^not answered],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",No,Yes,Master’s (or similar graduate degree),Woman
bqbs,EmployeeAND,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,CAD - Canada Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Somewhat higher,Canada,2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],100–499 employees,No,No,Master’s (or similar graduate degree),Woman
jOmS,EmployeeAND,[\unasked],Analyst,6-10,BRL - Brazil Real,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Similar,Brazil,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,Yes,No,Bachelor’s degree,Man
BPbO,Freelance,[\unasked],Analyst,1-5,USD - United States Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,4,x,x,x,[^not chosen],[^not chosen],[^not chosen],Military,"5,000+ employees",No,No,Master’s (or similar graduate degree),Man
Rtqk,Freelance,[\unasked],Developer,16-20,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Somewhat higher,United States,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,No,Bachelor’s degree,Woman
IXCM,Freelance,[\unasked],Analyst,6-10,GBP - United Kingdom Pound,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Somewhat lower,United Kingdom,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],Don’t know,No,Yes,Bachelor’s degree,Man
nakF,EmployeeAND,[\unasked],Developer,1-5,GBP - United Kingdom Pound,"$40,000 - $59,999",I am not compensated on an hourly or project basis,Somewhat lower,United Kingdom,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"1,000–4,999 employees",No,No,Bachelor’s degree,Woman
lMDO,EmployeeANDFreelanceAND,"Leadership (Manager, Director, VP, etc.)","Leadership (Manager, Director, VP, etc.)",1-5,CHF - Switzerland Franc,"$80,000 - $99,999",$150 - $174,[^not answered],Switzerland,3,[^not chosen],x,x,[^not chosen],x,[^not chosen],[^not chosen],Fewer than 20 employees,No,No,Master’s (or similar graduate degree),Woman
dXFm,Employee,[\unasked],Analyst,16-20,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Similar,United States,3,[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",No,Yes,Bachelor’s degree,Woman
hXVm,Employee,[\unasked],Analyst,16-20,EUR - Euro Member Countries,"$40,000 - $59,999",I am not compensated on an hourly or project basis,Somewhat lower,Netherlands,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Legal,500–999 employees,No,No,Bachelor’s degree,Man
haiy,Student,[\unasked],None of these describes my role,6-10,EUR - Euro Member Countries,"$60,000 - $79,999",[^not answered],Similar,Belgium,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",Yes,Yes,Master’s (or similar graduate degree),Woman
JlOK,EmployeeAND,[\unasked],Developer,1-5,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Manufacturing; Automotive,"5,000+ employees",No,No,Bachelor’s degree,Woman
gJqx,Student,[\unasked],Analyst,1-5,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,500–999 employees,No,Yes,Bachelor’s degree,Woman
LrQO,EmployeeANDFreelanceAND,[\unasked],Analyst,11-15,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Insurance,"5,000+ employees",No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
hNCq,Hobbyist,None of these describes my role,"Leadership (Manager, Director, VP, etc.)",More than 30,USD - United States Dollar,"$200,000 - $219,999",[^not answered],Somewhat higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],500–999 employees,No,Yes,Master’s (or similar graduate degree),Woman
CXDG,Freelance,[\unasked],Analyst,More than 30,AUD - Australia Dollar,[^not answered],[^not answered],Similar,Australia,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Fewer than 20 employees,Yes,Yes,Bachelor’s degree,Woman
OQmx,Employee,Analyst,Analyst,11-15,CLP - Chile Peso,"$20,000 - $39,999",[^not answered],Somewhat higher,Chile,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Don’t know,No,No,Master’s (or similar graduate degree),Woman
VsQF,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Fewer than 20 employees,Yes,Yes,Bachelor’s degree,Woman
OQPC,Employee,[\unasked],Analyst,6-10,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Construction,"1,000–4,999 employees",Yes,Yes,Master’s (or similar graduate degree),Woman
eoLn,Employee,None of these describes my role,Analyst,11-15,USD - United States Dollar,"$40,000 - $59,999",$100 - $124,Similar,Austria,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,No,Yes,Master’s (or similar graduate degree),Woman
fClI,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",11-15,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],500–999 employees,Yes,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
